Customer Age,Product Purchased,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,incumplio_sla
50,Dell XPS,Cancellation request,Hardware issue,Critical,Chat,0
21,Microsoft Office,Cancellation request,Peripheral compatibility,Medium,Email,0
66,Amazon Echo,Billing inquiry,Software bug,Low,Social media,0
63,Lenovo ThinkPad,Billing inquiry,Network problem,High,Phone,1
63,Samsung Galaxy,Refund request,Product setup,Low,Social media,0
66,LG OLED,Cancellation request,Peripheral compatibility,High,Phone,0
63,MacBook Pro,Refund request,Display issue,Critical,Chat,1
59,Microsoft Office,Billing inquiry,Payment issue,Medium,Email,0
56,Bose QuietComfort,Product inquiry,Product recommendation,Critical,Social media,1
65,Samsung Soundbar,Refund request,Software bug,Medium,Social media,0
28,Roomba Robot Vacuum,Cancellation request,Software bug,Critical,Social media,1
67,LG Smart TV,Refund request,Network problem,High,Phone,0
40,Canon DSLR Camera,Refund request,Data loss,Medium,Chat,1
34,Nintendo Switch,Technical issue,Network problem,Low,Chat,0
55,Canon DSLR Camera,Technical issue,Battery life,Medium,Chat,1
38,Microsoft Xbox Controller,Product inquiry,Battery life,Medium,Phone,1
38,Autodesk AutoCAD,Technical issue,Network problem,Low,Phone,0
69,Sony PlayStation,Product inquiry,Battery life,Low,Phone,0
70,Garmin Forerunner,Billing inquiry,Cancellation request,High,Chat,1
31,iPhone,Billing inquiry,Refund request,Low,Email,0
33,Garmin Forerunner,Billing inquiry,Payment issue,Critical,Phone,1
45,Microsoft Office,Refund request,Data loss,Critical,Email,1
20,GoPro Action Camera,Product inquiry,Network problem,Low,Social media,0
51,Samsung Galaxy,Billing inquiry,Network problem,Critical,Chat,1
64,Canon EOS,Refund request,Product compatibility,High,Chat,1
46,Google Pixel,Technical issue,Product setup,High,Social media,1
18,LG Smart TV,Refund request,Cancellation request,Critical,Social media,1
69,Philips Hue Lights,Technical issue,Payment issue,Low,Phone,0
46,iPhone,Billing inquiry,Product compatibility,High,Chat,0
58,Microsoft Office,Refund request,Peripheral compatibility,High,Phone,0
45,Roomba Robot Vacuum,Technical issue,Delivery problem,Low,Chat,0
36,MacBook Pro,Billing inquiry,Battery life,High,Chat,1
51,Adobe Photoshop,Cancellation request,Product compatibility,Medium,Phone,0
46,Autodesk AutoCAD,Technical issue,Data loss,Critical,Social media,1
30,Philips Hue Lights,Refund request,Product compatibility,Low,Chat,0
46,Google Nest,Billing inquiry,Cancellation request,Medium,Social media,1
36,GoPro Hero,Product inquiry,Payment issue,High,Email,1
49,GoPro Hero,Cancellation request,Display issue,High,Email,1
65,Samsung Soundbar,Product inquiry,Network problem,Critical,Email,1
31,Nikon D,Technical issue,Account access,Low,Social media,0
45,Roomba Robot Vacuum,Technical issue,Payment issue,High,Social media,1
36,Garmin Forerunner,Billing inquiry,Battery life,Low,Phone,0
66,Amazon Kindle,Billing inquiry,Product compatibility,Low,Phone,0
52,Nikon D,Refund request,Battery life,Medium,Phone,0
61,Philips Hue Lights,Billing inquiry,Installation support,Medium,Email,0
32,Nest Thermostat,Billing inquiry,Hardware issue,Critical,Phone,0
67,Microsoft Xbox Controller,Technical issue,Delivery problem,Medium,Email,0
59,Microsoft Xbox Controller,Cancellation request,Network problem,High,Email,1
67,Apple AirPods,Technical issue,Hardware issue,Critical,Social media,1
58,Philips Hue Lights,Technical issue,Network problem,High,Email,1
30,iPhone,Billing inquiry,Delivery problem,Low,Phone,0
33,Bose SoundLink Speaker,Refund request,Product recommendation,Low,Email,0
46,Nest Thermostat,Billing inquiry,Delivery problem,Medium,Email,0
29,Google Pixel,Technical issue,Product recommendation,Critical,Chat,0
63,LG Smart TV,Refund request,Delivery problem,Low,Social media,0
69,Canon DSLR Camera,Cancellation request,Payment issue,High,Email,1
35,Dyson Vacuum Cleaner,Cancellation request,Product setup,Critical,Social media,1
34,Dyson Vacuum Cleaner,Billing inquiry,Installation support,High,Social media,0
29,LG Smart TV,Refund request,Refund request,Low,Phone,0
34,Google Pixel,Refund request,Payment issue,Medium,Social media,0
34,PlayStation,Product inquiry,Payment issue,Medium,Phone,1
56,Bose QuietComfort,Technical issue,Product setup,Critical,Social media,0
34,Dyson Vacuum Cleaner,Cancellation request,Product setup,Medium,Chat,0
28,LG Smart TV,Cancellation request,Installation support,Medium,Email,0
33,Google Nest,Refund request,Product setup,Critical,Email,0
30,Apple AirPods,Cancellation request,Peripheral compatibility,High,Phone,1
50,Sony PlayStation,Product inquiry,Product compatibility,Low,Phone,0
49,Adobe Photoshop,Technical issue,Product setup,Low,Chat,0
58,Lenovo ThinkPad,Refund request,Account access,High,Phone,1
49,Philips Hue Lights,Product inquiry,Product recommendation,Critical,Email,0
34,GoPro Hero,Refund request,Delivery problem,Medium,Phone,0
55,Dell XPS,Billing inquiry,Product setup,Low,Social media,0
58,Sony 4K HDR TV,Cancellation request,Battery life,Low,Chat,0
59,Autodesk AutoCAD,Product inquiry,Product compatibility,High,Email,1
57,Amazon Kindle,Technical issue,Delivery problem,High,Chat,0
39,Canon EOS,Cancellation request,Battery life,Low,Email,0
26,Amazon Echo,Cancellation request,Hardware issue,Critical,Email,1
21,MacBook Pro,Product inquiry,Network problem,High,Email,0
23,Amazon Echo,Refund request,Hardware issue,Low,Social media,0
70,Sony Xperia,Refund request,Software bug,High,Chat,1
36,Fitbit Versa Smartwatch,Technical issue,Peripheral compatibility,Low,Phone,0
68,Google Nest,Refund request,Refund request,Low,Email,0
66,Bose QuietComfort,Product inquiry,Product recommendation,Medium,Email,0
50,Amazon Kindle,Technical issue,Software bug,Medium,Phone,0
33,Sony 4K HDR TV,Technical issue,Network problem,Critical,Social media,1
46,LG Smart TV,Technical issue,Hardware issue,High,Chat,1
54,Fitbit Versa Smartwatch,Product inquiry,Software bug,Critical,Social media,1
29,Microsoft Xbox Controller,Billing inquiry,Installation support,High,Email,0
20,Asus ROG,Technical issue,Payment issue,High,Chat,1
64,Garmin Forerunner,Product inquiry,Refund request,High,Social media,0
47,GoPro Hero,Technical issue,Hardware issue,Critical,Social media,1
25,LG Washing Machine,Billing inquiry,Delivery problem,High,Social media,0
38,Asus ROG,Technical issue,Delivery problem,Medium,Email,0
62,Bose QuietComfort,Technical issue,Software bug,Medium,Chat,0
23,Dyson Vacuum Cleaner,Cancellation request,Product recommendation,Low,Phone,0
61,Adobe Photoshop,Billing inquiry,Peripheral compatibility,Critical,Email,0
55,Sony Xperia,Technical issue,Product recommendation,Low,Chat,0
61,Nikon D,Cancellation request,Product compatibility,Low,Social media,0
53,Nintendo Switch,Product inquiry,Peripheral compatibility,Low,Social media,0
56,Fitbit Versa Smartwatch,Refund request,Display issue,High,Email,1
27,Bose SoundLink Speaker,Product inquiry,Software bug,Medium,Chat,0
31,LG OLED,Technical issue,Cancellation request,High,Email,0
39,Canon DSLR Camera,Billing inquiry,Delivery problem,High,Email,1
48,Apple AirPods,Billing inquiry,Product recommendation,Critical,Social media,1
34,Samsung Galaxy,Technical issue,Payment issue,Critical,Social media,1
30,Nintendo Switch,Technical issue,Battery life,Low,Chat,0
66,Microsoft Xbox Controller,Cancellation request,Payment issue,Medium,Social media,0
56,Nintendo Switch,Refund request,Account access,Medium,Social media,0
47,Amazon Kindle,Cancellation request,Refund request,Critical,Phone,0
60,Fitbit Charge,Technical issue,Battery life,Low,Social media,0
20,Google Pixel,Refund request,Peripheral compatibility,Critical,Phone,1
63,Dell XPS,Refund request,Refund request,Critical,Chat,0
56,Sony PlayStation,Billing inquiry,Peripheral compatibility,Low,Social media,0
52,Garmin Forerunner,Cancellation request,Product recommendation,High,Phone,0
52,Lenovo ThinkPad,Refund request,Hardware issue,Critical,Social media,1
51,Google Pixel,Cancellation request,Network problem,Critical,Social media,1
36,LG OLED,Refund request,Product compatibility,Critical,Phone,1
46,Canon DSLR Camera,Billing inquiry,Network problem,High,Chat,1
27,Samsung Galaxy,Refund request,Product recommendation,Critical,Chat,1
18,LG Smart TV,Technical issue,Peripheral compatibility,Low,Social media,0
68,Dyson Vacuum Cleaner,Product inquiry,Product compatibility,Low,Email,0
57,Google Pixel,Billing inquiry,Delivery problem,Low,Social media,0
27,Garmin Forerunner,Refund request,Cancellation request,High,Email,0
55,HP Pavilion,Product inquiry,Hardware issue,Critical,Email,1
29,Bose QuietComfort,Billing inquiry,Delivery problem,High,Social media,1
50,Adobe Photoshop,Technical issue,Network problem,Medium,Social media,0
69,LG Washing Machine,Refund request,Delivery problem,Medium,Social media,0
69,iPhone,Refund request,Installation support,Medium,Chat,0
45,Nikon D,Cancellation request,Account access,High,Social media,1
68,Samsung Galaxy,Billing inquiry,Display issue,High,Phone,1
68,Fitbit Charge,Cancellation request,Payment issue,Low,Email,0
63,Microsoft Surface,Refund request,Data loss,Low,Phone,0
18,Microsoft Surface,Refund request,Battery life,Critical,Social media,0
70,Amazon Echo,Refund request,Product compatibility,Low,Phone,0
27,LG Smart TV,Product inquiry,Product setup,Medium,Chat,0
42,LG OLED,Refund request,Refund request,High,Chat,1
53,Nintendo Switch Pro Controller,Technical issue,Product setup,Low,Email,0
24,Sony 4K HDR TV,Billing inquiry,Cancellation request,Medium,Email,0
54,Fitbit Versa Smartwatch,Refund request,Product setup,Medium,Chat,0
59,Apple AirPods,Cancellation request,Payment issue,Medium,Chat,0
21,LG OLED,Billing inquiry,Refund request,Low,Email,0
62,Autodesk AutoCAD,Product inquiry,Battery life,High,Email,0
29,Dyson Vacuum Cleaner,Product inquiry,Hardware issue,High,Chat,1
27,Sony PlayStation,Refund request,Network problem,Critical,Chat,1
20,Microsoft Office,Refund request,Peripheral compatibility,Low,Phone,0
51,Microsoft Office,Technical issue,Product setup,Medium,Social media,1
30,Nintendo Switch Pro Controller,Cancellation request,Display issue,Medium,Chat,0
41,Dell XPS,Refund request,Cancellation request,Low,Phone,0
31,Sony Xperia,Technical issue,Battery life,High,Phone,0
36,Adobe Photoshop,Refund request,Network problem,Critical,Social media,0
47,Sony Xperia,Cancellation request,Refund request,Critical,Chat,1
34,Samsung Soundbar,Product inquiry,Refund request,High,Email,1
39,Xbox,Technical issue,Installation support,Medium,Social media,1
25,Samsung Soundbar,Technical issue,Battery life,Medium,Chat,0
41,Google Nest,Cancellation request,Product setup,High,Social media,0
22,Xbox,Technical issue,Installation support,High,Chat,0
22,LG Washing Machine,Technical issue,Payment issue,Medium,Chat,0
36,Microsoft Office,Product inquiry,Network problem,High,Email,1
69,Microsoft Office,Product inquiry,Data loss,Critical,Chat,1
29,LG OLED,Billing inquiry,Product setup,High,Social media,0
35,Canon DSLR Camera,Technical issue,Display issue,Low,Chat,0
50,Asus ROG,Product inquiry,Installation support,Medium,Social media,1
40,Microsoft Xbox Controller,Refund request,Peripheral compatibility,Low,Chat,0
23,Philips Hue Lights,Refund request,Account access,High,Email,0
57,Nintendo Switch,Refund request,Payment issue,Low,Chat,0
48,Fitbit Versa Smartwatch,Product inquiry,Peripheral compatibility,Low,Phone,0
35,Roomba Robot Vacuum,Technical issue,Product setup,High,Chat,0
45,Google Nest,Refund request,Network problem,High,Social media,1
66,Samsung Galaxy,Technical issue,Account access,Low,Phone,0
63,Dell XPS,Technical issue,Battery life,Critical,Email,1
62,Samsung Galaxy,Refund request,Delivery problem,Medium,Chat,0
56,Amazon Echo,Refund request,Hardware issue,Low,Email,0
43,Sony 4K HDR TV,Refund request,Payment issue,Critical,Social media,0
42,Sony Xperia,Refund request,Delivery problem,Low,Social media,0
59,MacBook Pro,Refund request,Account access,Medium,Phone,1
48,Apple AirPods,Billing inquiry,Battery life,Medium,Phone,1
61,Samsung Soundbar,Billing inquiry,Software bug,Critical,Email,0
34,iPhone,Technical issue,Battery life,High,Social media,0
66,GoPro Hero,Technical issue,Network problem,High,Social media,0
55,Bose SoundLink Speaker,Billing inquiry,Hardware issue,High,Chat,1
63,Amazon Echo,Product inquiry,Delivery problem,Critical,Social media,1
51,LG OLED,Technical issue,Account access,Critical,Chat,0
28,Bose SoundLink Speaker,Billing inquiry,Installation support,Medium,Email,0
18,HP Pavilion,Refund request,Software bug,Low,Chat,0
38,Amazon Echo,Product inquiry,Display issue,Low,Phone,0
27,Microsoft Xbox Controller,Technical issue,Product setup,High,Chat,0
67,Sony 4K HDR TV,Technical issue,Battery life,Low,Phone,0
49,Nest Thermostat,Technical issue,Product recommendation,High,Phone,1
45,Google Nest,Technical issue,Product recommendation,Critical,Social media,1
38,Dyson Vacuum Cleaner,Product inquiry,Hardware issue,Medium,Chat,1
33,Sony Xperia,Product inquiry,Account access,Medium,Phone,1
36,Fitbit Versa Smartwatch,Technical issue,Cancellation request,Critical,Chat,1
54,Sony 4K HDR TV,Refund request,Software bug,Low,Phone,0
43,Sony PlayStation,Product inquiry,Hardware issue,Low,Email,0
48,Nintendo Switch Pro Controller,Product inquiry,Installation support,High,Social media,0
49,Bose QuietComfort,Refund request,Network problem,High,Email,0
59,MacBook Pro,Cancellation request,Product compatibility,High,Chat,0
33,Nikon D,Cancellation request,Delivery problem,High,Chat,1
52,LG Washing Machine,Cancellation request,Installation support,Medium,Chat,0
22,Canon DSLR Camera,Product inquiry,Peripheral compatibility,Medium,Social media,1
58,Canon DSLR Camera,Technical issue,Cancellation request,Medium,Email,0
35,Google Pixel,Cancellation request,Peripheral compatibility,Low,Phone,0
19,Samsung Soundbar,Cancellation request,Hardware issue,Medium,Email,0
34,GoPro Hero,Refund request,Product recommendation,Critical,Chat,0
29,Lenovo ThinkPad,Cancellation request,Product setup,Medium,Phone,1
36,PlayStation,Product inquiry,Display issue,High,Email,0
28,Nest Thermostat,Product inquiry,Battery life,Critical,Social media,1
22,Sony PlayStation,Billing inquiry,Battery life,High,Chat,0
56,Fitbit Versa Smartwatch,Refund request,Network problem,Critical,Social media,1
61,Canon EOS,Product inquiry,Payment issue,High,Chat,1
41,LG Washing Machine,Technical issue,Account access,Medium,Email,0
30,iPhone,Product inquiry,Battery life,High,Phone,0
29,LG Smart TV,Refund request,Battery life,High,Chat,1
37,Google Nest,Billing inquiry,Product compatibility,Critical,Phone,0
59,Fitbit Versa Smartwatch,Refund request,Payment issue,High,Social media,0
43,Dell XPS,Refund request,Account access,High,Social media,1
43,HP Pavilion,Cancellation request,Software bug,High,Chat,1
70,LG Washing Machine,Cancellation request,Software bug,High,Email,0
61,Amazon Kindle,Billing inquiry,Product recommendation,Medium,Phone,0
24,Canon DSLR Camera,Technical issue,Software bug,Medium,Phone,0
60,Bose SoundLink Speaker,Refund request,Hardware issue,Medium,Email,0
31,Samsung Soundbar,Billing inquiry,Product setup,Medium,Chat,0
30,Bose QuietComfort,Billing inquiry,Account access,Medium,Chat,1
19,Amazon Echo,Billing inquiry,Refund request,Critical,Chat,1
59,LG Smart TV,Refund request,Account access,High,Chat,1
28,Adobe Photoshop,Product inquiry,Network problem,Low,Email,0
63,Nikon D,Technical issue,Delivery problem,Low,Chat,0
39,Philips Hue Lights,Technical issue,Product recommendation,High,Email,0
30,Sony PlayStation,Product inquiry,Display issue,Low,Email,0
66,PlayStation,Billing inquiry,Delivery problem,Medium,Email,0
68,Bose SoundLink Speaker,Refund request,Peripheral compatibility,Medium,Chat,0
28,Philips Hue Lights,Billing inquiry,Product recommendation,Medium,Email,1
60,Nikon D,Cancellation request,Network problem,Critical,Chat,1
55,Asus ROG,Refund request,Refund request,Critical,Social media,1
39,LG Smart TV,Cancellation request,Delivery problem,Critical,Social media,1
62,LG OLED,Billing inquiry,Peripheral compatibility,High,Social media,1
29,Sony 4K HDR TV,Product inquiry,Cancellation request,Critical,Email,0
61,Canon DSLR Camera,Cancellation request,Payment issue,Medium,Email,0
48,Asus ROG,Billing inquiry,Delivery problem,Critical,Social media,0
22,MacBook Pro,Cancellation request,Refund request,High,Email,0
64,MacBook Pro,Refund request,Installation support,Low,Email,0
